iter,tokens_seen,train_loss,val_loss,val_ppl,lr,tokens_per_sec,mfu,grad_norm,h_norm_mean,h_delta_mean,h_delta_min,attn_ent_mean,step_losses
3450,56541184,2.2928,,,0.000282,174840,4.79,0.0000,,,,,
3460,56705024,2.3388,,,0.000282,174251,4.79,0.0000,,,,,
3470,56868864,2.2160,,,0.000282,174553,4.80,0.0000,,,,,
3480,57032704,2.3242,,,0.000282,175013,4.80,0.0000,,,,,
3490,57196544,2.4126,,,0.000282,187507,4.84,0.0000,,,,,
3500,57344000,2.3196,2.3243,10.22,0.000282,,4.84,,,,,,
3500,57360384,2.3241,,,0.000282,2037,4.37,0.0000,,,,,
3500,57360384,,,,,,,,0.1976,1.44720,1.12873,3.0169,
3510,57524224,2.3228,,,0.000282,175349,4.42,0.0000,,,,,
3520,57688064,2.3429,,,0.000282,174790,4.46,0.0000,,,,,
3530,57851904,2.3256,,,0.000282,173116,4.49,0.0000,,,,,
3540,58015744,2.2847,,,0.000281,114879,4.36,0.0000,,,,,
3550,58179584,2.3920,,,0.000281,115580,4.25,0.0000,,,,,
3560,58343424,2.2958,,,0.000281,117890,4.15,0.0000,,,,,
3570,58507264,2.3334,,,0.000281,114939,4.05,0.0000,,,,,
3580,58671104,2.3269,,,0.000281,116962,3.97,0.0000,,,,,
3590,58834944,2.2952,,,0.000281,119548,3.91,0.0000,,,,,
3600,58998784,2.2975,,,0.000281,114917,3.84,0.0000,,,,,
